AQI,VIB,AccelY,GyroY,GyroZ,eCO2,CO,AccelX,AccelZ,TVOC,GyroX,label,OtobusID
-0.2334173416440533,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,-0.2578009072820463,0.364217113926861,0.7788979242711495,0.7003288042586524,-0.2808039259258025,-0.6001136073407037,0,A002
-0.2495953355303766,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,-0.276532710589261,0.364217113926861,0.7788979242711495,0.7003288042586524,-0.2968319844692548,-0.6001136073407037,0,A002
-0.2450015841799392,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,-0.2909211915655877,0.5771150420656947,0.7788979242711495,0.7003288042586524,-0.2762327954612601,-0.6001136073407037,0,A001
-0.1790912387171403,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,4.608835945469215,0.435183089973139,0.7788979242711495,0.7003288042586524,-0.2650065533141788,-0.6001136073407037,0,A002
-0.291738010962651,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,-0.1949758586028172,-0.4164086225821944,0.7788979242711495,0.7003288042586524,-0.3064668485881522,-0.6001136073407037,0,A001
-0.2274254920565261,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,-0.2341472251611733,0.5771150420656947,0.7788979242711495,0.7003288042586524,4.33151426958962,-0.6001136073407037,0,A001
-0.5288224960265346,0.6939157785793574,1.014935195393893,0.5568285127956868,-0.1327911137731096,-0.5005778707519337,0.3553070523053724,0.6772179150065613,0.7429031379956031,-0.0597892576903855,-0.7688555077098598,0,A001
-0.2771578436330016,-1.2679569499293173,-1.323749277535629,-1.2656510561771293,-0.5760943385068595,-0.2397698588281479,-0.9841364309524172,-1.1436465711689154,0.0468923369932967,-0.2837311529499909,0.0344988485666416,0,A002
-0.3985962280110966,-1.1338571406765832,-0.1260033666650496,-0.9810628617028954,0.0608937065676784,-0.0276970187996001,-0.6925455583736547,-1.4812075800349054,-1.5900725140554788,-0.0424845674154332,-1.0499507205467744,1,A004
-0.2923371959214038,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,-0.271346822950349,0.5771150420656947,0.7788979242711495,0.7003288042586524,-0.2875293080921907,-0.6001136073407037,0,A002
-0.2336170699636375,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,-0.2662484353792355,0.293251137880584,0.7788979242711495,0.7003288042586524,-0.2842741521433721,-0.6001136073407037,0,A002
-0.2388100062728277,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,-0.2592235376946991,-0.2035106944433612,0.7788979242711495,0.7003288042586524,-0.3130715642671223,-0.6001136073407037,0,A001
-0.2386102779532435,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,-0.2823409047448424,0.7190469941582505,0.7788979242711495,0.7003288042586524,4.358739468362599,-0.6001136073407037,0,A001
-0.366725718035557,0.731137794409999,0.549471497788697,0.8990166700019049,0.1802805959362401,-0.2553291472923439,0.4157696172475691,0.7519198497206098,0.8658724016620342,-0.4381532774970986,-0.8356120766878544,0,A002
-0.2178358602279112,-1.103789520273306,0.8742446578933114,0.8095102121294219,-0.3189178016840787,-0.1964741791605253,0.5880386798777861,0.8259894798969711,0.8664060821379042,-0.109231900254485,-0.7599924381298598,0,A002
-0.2745613754784065,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,-0.2503920653344982,0.293251137880584,0.7788979242711495,0.7003288042586524,-0.3342258191172401,-0.6001136073407037,0,A001
-0.2222325557473359,-1.099419130945436,-1.1256637004690218,-1.2093435919477618,2.9246096905327565,-0.23727007240846,-0.5583405746747502,-1.2265371988354232,-1.49885012182475,-0.2112751860726573,2.8902549001496958,1,A004
-0.2599812081487571,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,-0.2662235431185687,0.435183089973139,0.7788979242711495,0.7003288042586524,-0.2750722677734453,-0.6001136073407037,0,A001
-0.0750008728397754,0.7059941399921053,0.6349148087038,0.7839886711523762,0.1791366649950674,-0.015666720036027,0.3858180207191302,0.69729235106708,0.7248307306464178,4.291184793458418,-0.5807150902436832,0,A001
-0.2873439879317978,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,4.627455356447964,0.364217113926861,0.7788979242711495,0.7003288042586524,-0.3316364582578222,-0.6001136073407037,0,A001
-0.2709662657258902,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,-0.2853604113948155,0.7190469941582505,0.7788979242711495,0.7003288042586524,-0.3267863752664839,-0.6001136073407037,0,A002
-0.2837488781792815,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,-0.2932324002529515,-0.2035106944433612,0.7788979242711495,0.7003288042586524,-0.2586609156817239,-0.6001136073407037,0,A001
-0.2821510516226076,-1.315147539244804,-1.5338805991535842,-1.2543895633312558,-0.2471691277246137,-0.2883369223218186,-0.0615787423508054,-1.1402791394199636,-1.7416679027118758,-0.3047562236782846,1.1926665805975467,1,A004
-0.2268263070977734,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,-0.2983798180344694,-0.1325447183970833,0.7788979242711495,0.7003288042586524,-0.2949197755451124,-0.6001136073407037,0,A002
-0.3669621214923309,-1.5065821189770856,-1.1134506063608665,-0.9979835127805587,-0.3696716913656248,-0.083183700142998,-0.3040879515079564,-1.4326322696033282,-1.73571023884389,-0.2010532499835165,0.9096370178547852,1,A004
-0.2422053877057598,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,-0.2649774214633712,0.435183089973139,0.7788979242711495,0.7003288042586524,-0.3048719215456325,-0.6001136073407037,0,A002
-0.2779567569113386,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,-0.2707463914506292,-0.9841364309524172,0.7788979242711495,0.7003288042586524,-0.2846425398314307,-0.6001136073407037,0,A002
-0.2559866417570723,0.7814629289146802,0.7688642342457271,0.7839406417718469,-0.0827065223334908,-0.2725408971514251,-0.1325447183970833,0.7788979242711495,0.7003288042586524,4.337886879731027,-0.6001136073407037,0,A001
